Fecha,Hora,Router,Area,Carga (Mbps),Descarga (Mbps),Calidad de conexión,Promedio (Mbps)
2023-10-31,14:00,13,AULA 33,7.36,4.51,Mala,5.9350000000000005
2023-10-31,12:00,13,AULA 34,7.74,5.11,Mala,6.425000000000001
2023-10-31,13:00,14,AULA 35,7.55,8.89,Buena,8.22
2023-10-31,16:00,14,AULA 36,4.57,9.61,Buena,7.09
2023-10-31,16:00,14,AULA 38,7.89,7.13,Media,7.51
2023-10-31,10:00,14,AULA 39,8.41,9.77,Buena,9.09
2023-10-31,11:00,15,AULA 1,5.12,8.84,Buena,6.98
2023-10-31,14:00,15,AULA 2,6.87,9.94,Buena,8.405
2023-10-31,11:00,15,AULA 3,5.94,5.36,Mala,5.65
2023-10-31,10:00,15,Enfermeria,7.18,8.22,Buena,7.7
2023-10-31,15:00,16,AULA 4,5.23,8.73,Buena,6.98
2023-10-31,16:00,16,AULA 5,5.86,7.56,Media,6.71
2023-10-31,16:00,16,AULA 6,9.33,7.83,Media,8.58
2023-10-31,13:00,17,AULA 7,4.55,7.11,Media,5.83
2023-10-31,11:00,17,AULA 8,7.24,5.47,Mala,6.355
2023-10-31,11:00,17,AULA 9,7.76,8.61,Buena,8.184999999999999
2023-10-31,10:00,18,AULA 10,7.82,9.96,Buena,8.89
2023-10-31,16:00,18,AULA 11,8.64,8.56,Buena,8.600000000000001
2023-10-31,09:00,18,INGLES,5.14,5.39,Mala,5.265
2023-10-31,16:00,19,VINCULACION,5.24,9.56,Buena,7.4
2023-10-31,16:00,20,AULA 12,8.79,6.42,Media,7.6049999999999995
2023-10-31,11:00,20,AULA 13,9.64,5.79,Mala,7.715
2023-10-31,15:00,21,AULA 14,5.17,7.1,Media,6.135
2023-10-31,10:00,22,AULA 15,8.27,6.99,Media,7.63
2023-10-31,12:00,23,AULA 16,9.7,7.1,Media,8.399999999999999
2023-10-31,11:00,24,DIRECCION GENERAL,8.89,6.42,Media,7.655
2023-11-01,12:00,1,Sala A,7.1,4.9,Mala,6.0
2023-11-01,13:00,1,Sala C,7.24,7.87,Media,7.555
2023-11-01,12:00,2,Sala D,5.11,7.17,Media,6.140000000000001
2023-11-01,14:00,2,Sala B,6.51,6.5,Media,6.505
2023-11-01,11:00,3,Recepcion,9.94,8.39,Buena,9.165
2023-11-01,16:00,3,Sala de maestros,8.92,8.78,Buena,8.85
2023-11-01,16:00,3,Sala E,5.7,4.74,Mala,5.220000000000001
2023-11-01,14:00,4,LE,8.98,8.89,Buena,8.935
2023-11-01,10:00,5,Sistematizacion,7.5,7.56,Media,7.529999999999999
2023-11-01,10:00,5,CB,7.04,6.58,Media,6.8100000000000005
2023-11-01,13:00,6,AULA 19,7.89,8.74,Buena,8.315
2023-11-01,16:00,6,AULA 22,4.96,8.7,Buena,6.83
2023-11-01,15:00,6,AULA 23,8.3,9.6,Buena,8.95
2023-11-01,09:00,6,AULA 20,8.92,6.0,Media,7.46
2023-11-01,10:00,7,AULA 21,8.11,7.88,Media,7.994999999999999
2023-11-01,15:00,7,AULA 17,9.14,4.86,Mala,7.0
2023-11-01,12:00,7,AULA 18,5.65,8.3,Buena,6.9750000000000005
2023-11-01,14:00,7,NEWTON,7.45,7.27,Media,7.359999999999999
2023-11-01,16:00,8,CI,4.57,9.73,Buena,7.15
2023-11-01,10:00,9,JEFATURA,7.51,5.34,Mala,6.425
2023-11-01,10:00,10,ASISTENTES,7.68,8.53,Buena,8.105
2023-11-01,09:00,11,DIRECCION ACADEMICA,9.73,7.17,Media,8.45
2023-11-01,16:00,12,CIIDE,7.96,9.06,Buena,8.51
2023-11-01,10:00,12,PEGA,9.36,7.41,Media,8.385
2023-11-01,14:00,12,RECURSOS FINANCIEROS,6.27,4.96,Mala,5.615
2023-11-01,13:00,13,AULA 30,4.97,7.68,Media,6.324999999999999
2023-11-01,13:00,13,AULA 31,7.52,9.8,Buena,8.66
2023-11-01,11:00,13,AULA 32,9.18,9.78,Buena,9.48
2023-11-01,15:00,13,AULA 33,5.7,5.52,Mala,5.609999999999999
2023-11-01,13:00,13,AULA 34,5.96,7.73,Media,6.845000000000001
2023-11-01,13:00,14,AULA 35,4.63,6.89,Media,5.76
2023-11-01,11:00,14,AULA 36,4.64,7.36,Media,6.0
2023-11-01,15:00,14,AULA 38,7.93,6.07,Media,7.0
2023-11-01,15:00,14,AULA 39,4.68,7.49,Media,6.085
2023-11-01,10:00,15,AULA 1,5.98,5.56,Mala,5.77
2023-11-01,13:00,15,AULA 2,7.43,6.25,Media,6.84
2023-11-01,14:00,15,AULA 3,8.24,9.98,Buena,9.11
2023-11-01,09:00,15,Enfermeria,8.33,7.79,Media,8.06
2023-11-01,11:00,16,AULA 4,5.54,7.13,Media,6.335
2023-11-01,16:00,16,AULA 5,8.57,5.53,Mala,7.050000000000001
2023-11-01,09:00,16,AULA 6,8.27,7.45,Media,7.859999999999999
2023-11-01,14:00,17,AULA 7,8.67,6.67,Media,7.67
2023-11-01,16:00,17,AULA 8,6.3,7.68,Media,6.99
2023-11-01,14:00,17,AULA 9,7.48,4.58,Mala,6.03
2023-11-01,09:00,18,AULA 10,7.28,6.86,Media,7.07
2023-11-01,10:00,18,AULA 11,7.23,8.54,Buena,7.885
2023-11-01,13:00,18,INGLES,6.0,6.32,Media,6.16
2023-11-01,10:00,19,VINCULACION,9.81,6.81,Media,8.31
2023-11-01,14:00,20,AULA 12,9.1,7.8,Media,8.45
2023-11-01,16:00,20,AULA 13,4.69,7.12,Media,5.905
2023-11-01,10:00,21,AULA 14,6.79,7.79,Media,7.29
2023-11-01,11:00,22,AULA 15,7.32,5.85,Mala,6.585
2023-11-01,11:00,23,AULA 16,7.5,7.66,Media,7.58
2023-11-01,15:00,24,DIRECCION GENERAL,7.56,6.46,Media,7.01
2023-11-02,14:00,1,Sala A,8.52,4.65,Mala,6.585
2023-11-02,12:00,1,Sala C,4.88,4.64,Mala,4.76
2023-11-02,10:00,2,Sala D,4.88,9.74,Buena,7.3100000000000005
2023-11-02,10:00,2,Sala B,7.13,7.91,Media,7.52
2023-11-02,12:00,3,Recepcion,7.73,6.23,Media,6.98
2023-11-02,11:00,3,Sala de maestros,5.9,8.21,Buena,7.055000000000001
2023-11-02,11:00,3,Sala E,7.53,8.39,Buena,7.960000000000001
2023-11-02,13:00,4,LE,5.05,8.58,Buena,6.8149999999999995
2023-11-02,14:00,5,Sistematizacion,4.86,7.76,Media,6.3100000000000005
2023-11-02,11:00,5,CB,9.15,7.86,Media,8.505
2023-11-02,13:00,6,AULA 19,5.93,5.31,Mala,5.619999999999999
2023-11-02,13:00,6,AULA 22,8.73,4.67,Mala,6.7
2023-11-02,10:00,6,AULA 23,4.52,7.02,Media,5.77
2023-11-02,14:00,6,AULA 20,8.7,5.47,Mala,7.084999999999999
2023-11-02,09:00,7,AULA 21,8.79,8.57,Buena,8.68
2023-11-02,13:00,7,AULA 17,6.32,8.72,Buena,7.5200000000000005
2023-11-02,09:00,7,AULA 18,9.16,9.71,Buena,9.435
2023-11-02,16:00,7,NEWTON,4.55,6.86,Media,5.705
2023-11-02,16:00,8,CI,8.12,9.0,Buena,8.559999999999999
2023-11-02,15:00,9,JEFATURA,6.55,9.26,Buena,7.904999999999999
2023-11-02,14:00,10,ASISTENTES,4.74,8.47,Buena,6.605
2023-11-02,11:00,11,DIRECCION ACADEMICA,8.79,9.25,Buena,9.02
2023-11-02,14:00,12,CIIDE,5.47,5.02,Mala,5.244999999999999
2023-11-02,13:00,12,PEGA,5.57,7.17,Media,6.37
2023-11-02,13:00,12,RECURSOS FINANCIEROS,8.1,8.36,Buena,8.23
2023-11-02,16:00,13,AULA 30,6.46,5.95,Mala,6.205
2023-11-02,09:00,13,AULA 31,5.7,9.14,Buena,7.42
2023-11-02,10:00,13,AULA 32,6.48,7.89,Media,7.1850000000000005
2023-11-02,12:00,13,AULA 33,7.24,6.66,Media,6.95
2023-11-02,13:00,13,AULA 34,6.69,5.47,Mala,6.08
2023-11-02,11:00,14,AULA 35,6.67,9.15,Buena,7.91
2023-11-02,15:00,14,AULA 36,4.51,4.87,Mala,4.6899999999999995
2023-11-02,09:00,14,AULA 38,5.37,5.24,Mala,5.305
2023-11-02,16:00,14,AULA 39,4.95,4.58,Mala,4.765000000000001
2023-11-02,09:00,15,AULA 1,4.63,7.15,Media,5.890000000000001
2023-11-02,15:00,15,AULA 2,6.6,6.78,Media,6.6899999999999995
2023-11-02,12:00,15,AULA 3,4.75,5.83,Mala,5.29
2023-11-02,14:00,15,Enfermeria,8.72,8.71,Buena,8.715
2023-11-02,16:00,16,AULA 4,9.28,9.16,Buena,9.219999999999999
2023-11-02,11:00,16,AULA 5,6.99,6.91,Media,6.95
2023-11-02,13:00,16,AULA 6,7.17,8.05,Buena,7.61
2023-11-02,09:00,17,AULA 7,9.1,5.45,Mala,7.275
2023-11-02,13:00,17,AULA 8,9.52,6.14,Media,7.83
2023-11-02,12:00,17,AULA 9,8.73,7.55,Media,8.14
2023-11-02,10:00,18,AULA 10,6.88,5.11,Mala,5.995
2023-11-02,09:00,18,AULA 11,6.59,8.54,Buena,7.5649999999999995
2023-11-02,13:00,18,INGLES,4.55,8.68,Buena,6.615
2023-11-02,11:00,19,VINCULACION,4.74,7.2,Media,5.970000000000001
2023-11-02,09:00,20,AULA 12,7.47,5.42,Mala,6.445
2023-11-02,09:00,20,AULA 13,9.19,6.53,Media,7.859999999999999
2023-11-02,11:00,21,AULA 14,6.46,7.56,Media,7.01
2023-11-02,12:00,22,AULA 15,7.39,6.31,Media,6.85
2023-11-02,10:00,23,AULA 16,8.13,7.48,Media,7.805000000000001
2023-11-02,10:00,24,DIRECCION GENERAL,5.18,9.83,Buena,7.505
2023-11-03,10:00,1,Sala A,7.87,7.8,Media,7.835
2023-11-03,15:00,1,Sala C,9.74,4.51,Mala,7.125
2023-11-03,16:00,2,Sala D,9.81,5.67,Mala,7.74
2023-11-03,15:00,2,Sala B,9.78,6.51,Media,8.145
2023-11-03,10:00,3,Recepcion,8.64,7.04,Media,7.84
2023-11-03,15:00,3,Sala de maestros,9.47,8.58,Buena,9.025
2023-11-03,16:00,3,Sala E,5.63,8.23,Buena,6.93
2023-11-03,12:00,4,LE,5.47,5.02,Mala,5.244999999999999
2023-11-03,16:00,5,Sistematizacion,7.78,9.36,Buena,8.57
2023-11-03,15:00,5,CB,6.44,5.34,Mala,5.890000000000001
2023-11-03,10:00,6,AULA 19,7.77,5.19,Mala,6.48
2023-11-03,13:00,6,AULA 22,7.25,5.64,Mala,6.445
2023-11-03,13:00,6,AULA 23,4.96,8.38,Buena,6.67
2023-11-03,13:00,6,AULA 20,7.63,7.31,Media,7.47
2023-11-03,16:00,7,AULA 21,5.05,8.22,Buena,6.635
2023-11-03,16:00,7,AULA 17,5.18,7.31,Media,6.244999999999999
2023-11-03,09:00,7,AULA 18,6.68,5.45,Mala,6.0649999999999995
2023-11-03,14:00,7,NEWTON,9.9,8.64,Buena,9.27
2023-11-03,16:00,8,CI,6.98,6.76,Media,6.87
2023-11-03,09:00,9,JEFATURA,9.87,7.61,Media,8.74
2023-11-03,13:00,10,ASISTENTES,8.12,9.83,Buena,8.975
2023-11-03,15:00,11,DIRECCION ACADEMICA,7.74,9.53,Buena,8.635
2023-11-03,11:00,12,CIIDE,7.3,7.33,Media,7.3149999999999995
2023-11-03,12:00,12,PEGA,8.56,9.52,Buena,9.04
2023-11-03,09:00,12,RECURSOS FINANCIEROS,4.66,7.33,Media,5.995
2023-11-03,13:00,13,AULA 30,7.48,8.13,Buena,7.805000000000001
2023-11-03,12:00,13,AULA 31,6.83,9.82,Buena,8.325
2023-11-03,12:00,13,AULA 32,5.69,4.95,Mala,5.32
2023-11-03,16:00,13,AULA 33,4.69,5.16,Mala,4.925000000000001
2023-11-03,14:00,13,AULA 34,9.4,5.5,Mala,7.45
2023-11-03,13:00,14,AULA 35,8.93,6.12,Media,7.525
2023-11-03,11:00,14,AULA 36,7.54,6.67,Media,7.105
2023-11-03,12:00,14,AULA 38,9.19,4.53,Mala,6.859999999999999
2023-11-03,11:00,14,AULA 39,5.88,5.19,Mala,5.535
2023-11-03,14:00,15,AULA 1,7.43,7.78,Media,7.605
2023-11-03,15:00,15,AULA 2,4.99,6.22,Media,5.605
2023-11-03,13:00,15,AULA 3,6.02,6.53,Media,6.275
2023-11-03,15:00,15,Enfermeria,7.11,7.4,Media,7.255000000000001
2023-11-03,10:00,16,AULA 4,7.47,9.48,Buena,8.475
2023-11-03,10:00,16,AULA 5,5.52,6.28,Media,5.9
2023-11-03,16:00,16,AULA 6,7.53,4.93,Mala,6.23
2023-11-03,10:00,17,AULA 7,9.36,5.47,Mala,7.414999999999999
2023-11-03,10:00,17,AULA 8,5.85,6.52,Media,6.185
2023-11-03,09:00,17,AULA 9,8.56,4.95,Mala,6.755000000000001
2023-11-03,15:00,18,AULA 10,4.53,9.54,Buena,7.035
2023-11-03,14:00,18,AULA 11,7.9,8.34,Buena,8.120000000000001
2023-11-03,12:00,18,INGLES,8.22,7.86,Media,8.040000000000001
2023-11-03,16:00,19,VINCULACION,5.63,6.64,Media,6.135
2023-11-03,16:00,20,AULA 12,9.63,6.36,Media,7.995000000000001
2023-11-03,11:00,20,AULA 13,5.07,9.49,Buena,7.28
2023-11-03,11:00,21,AULA 14,9.62,6.36,Media,7.99
2023-11-03,10:00,22,AULA 15,7.52,7.25,Media,7.385
2023-11-03,11:00,23,AULA 16,6.91,7.33,Media,7.12
2023-11-03,15:00,24,DIRECCION GENERAL,7.27,9.12,Buena,8.195
2023-11-06,16:00,1,Sala A,6.27,8.7,Buena,7.484999999999999
2023-11-06,10:00,1,Sala C,7.91,6.97,Media,7.4399999999999995
2023-11-06,15:00,2,Sala D,7.08,4.78,Mala,5.93
2023-11-06,11:00,2,Sala B,9.92,6.39,Media,8.155
2023-11-06,15:00,3,Recepcion,4.65,8.49,Buena,6.57
2023-11-06,16:00,3,Sala de maestros,9.64,8.6,Buena,9.120000000000001
2023-11-06,12:00,3,Sala E,7.38,7.09,Media,7.234999999999999
2023-11-06,16:00,4,LE,7.66,6.99,Media,7.325
2023-11-06,16:00,5,Sistematizacion,9.11,6.72,Media,7.914999999999999
2023-11-06,11:00,5,CB,8.83,9.17,Buena,9.0
2023-11-06,12:00,6,AULA 19,6.99,8.58,Buena,7.785
2023-11-06,12:00,6,AULA 22,4.54,5.09,Mala,4.8149999999999995
2023-11-06,16:00,6,AULA 23,4.73,8.13,Buena,6.430000000000001
2023-11-06,14:00,6,AULA 20,5.13,6.94,Media,6.035
2023-11-06,10:00,7,AULA 21,7.21,7.22,Media,7.215
2023-11-06,15:00,7,AULA 17,6.11,6.46,Media,6.285
2023-11-06,15:00,7,AULA 18,6.07,8.98,Buena,7.525
2023-11-06,12:00,7,NEWTON,8.8,6.85,Media,7.825
2023-11-06,12:00,8,CI,8.46,8.84,Buena,8.65
2023-11-06,16:00,9,JEFATURA,8.81,5.73,Mala,7.2700000000000005
2023-11-06,10:00,10,ASISTENTES,4.53,9.3,Buena,6.915000000000001
2023-11-06,14:00,11,DIRECCION ACADEMICA,6.08,8.96,Buena,7.5200000000000005
2023-11-06,11:00,12,CIIDE,9.69,4.54,Mala,7.115
2023-11-06,11:00,12,PEGA,8.72,6.6,Media,7.66
2023-11-06,12:00,12,RECURSOS FINANCIEROS,9.21,4.64,Mala,6.925000000000001
2023-11-06,12:00,13,AULA 30,6.44,4.53,Mala,5.485
2023-11-06,14:00,13,AULA 31,6.64,5.46,Mala,6.05
2023-11-06,14:00,13,AULA 32,8.76,8.52,Buena,8.64
2023-11-06,15:00,13,AULA 33,5.89,8.38,Buena,7.135
2023-11-06,13:00,13,AULA 34,7.25,7.21,Media,7.23
2023-11-06,09:00,14,AULA 35,4.52,4.84,Mala,4.68
2023-11-06,15:00,14,AULA 36,6.5,7.05,Media,6.775
2023-11-06,14:00,14,AULA 38,8.67,9.53,Buena,9.1
2023-11-06,14:00,14,AULA 39,6.8,5.89,Mala,6.345
2023-11-06,13:00,15,AULA 1,8.17,7.33,Media,7.75
2023-11-06,09:00,15,AULA 2,5.12,9.88,Buena,7.5
2023-11-06,09:00,15,AULA 3,6.87,7.19,Media,7.03
2023-11-06,15:00,15,Enfermeria,7.7,5.36,Mala,6.53
2023-11-06,12:00,16,AULA 4,5.79,9.48,Buena,7.635
2023-11-06,14:00,16,AULA 5,5.93,8.06,Buena,6.995
2023-11-06,14:00,16,AULA 6,4.94,7.75,Media,6.345000000000001
2023-11-06,14:00,17,AULA 7,8.71,8.96,Buena,8.835
2023-11-06,09:00,17,AULA 8,5.51,6.92,Media,6.215
2023-11-06,10:00,17,AULA 9,8.3,8.83,Buena,8.565000000000001
2023-11-06,12:00,18,AULA 10,8.36,6.56,Media,7.459999999999999
2023-11-06,09:00,18,AULA 11,8.12,7.72,Media,7.92
2023-11-06,12:00,18,INGLES,8.92,7.4,Media,8.16
2023-11-06,14:00,19,VINCULACION,6.44,5.09,Mala,5.765000000000001
2023-11-06,12:00,20,AULA 12,9.3,9.05,Buena,9.175
2023-11-06,14:00,20,AULA 13,7.87,8.33,Buena,8.1
2023-11-06,14:00,21,AULA 14,5.17,7.52,Media,6.345
2023-11-06,15:00,22,AULA 15,7.83,5.49,Mala,6.66
2023-11-06,11:00,23,AULA 16,6.97,8.74,Buena,7.855
2023-11-06,14:00,24,DIRECCION GENERAL,9.55,5.19,Mala,7.370000000000001
2023-11-07,13:00,1,Sala A,7.72,8.17,Buena,7.945
2023-11-07,09:00,1,Sala C,8.66,6.64,Media,7.65
2023-11-07,11:00,2,Sala D,8.64,7.49,Media,8.065000000000001
2023-11-07,11:00,2,Sala B,9.13,9.05,Buena,9.09
2023-11-07,16:00,3,Recepcion,7.22,9.93,Buena,8.575
2023-11-07,09:00,3,Sala de maestros,5.38,6.7,Media,6.04
2023-11-07,10:00,3,Sala E,5.96,7.14,Media,6.55
2023-11-07,09:00,4,LE,5.43,6.21,Media,5.82
2023-11-07,15:00,5,Sistematizacion,8.46,5.71,Mala,7.085000000000001
2023-11-07,12:00,5,CB,9.24,8.5,Buena,8.870000000000001
2023-11-07,12:00,6,AULA 19,4.88,8.01,Buena,6.445
2023-11-07,10:00,6,AULA 22,6.06,6.55,Media,6.305
2023-11-07,10:00,6,AULA 23,7.86,5.64,Mala,6.75
2023-11-07,09:00,6,AULA 20,7.04,6.43,Media,6.734999999999999
2023-11-07,15:00,7,AULA 21,9.5,6.19,Media,7.845000000000001
2023-11-07,12:00,7,AULA 17,5.99,8.11,Buena,7.05
2023-11-07,15:00,7,AULA 18,7.29,7.25,Media,7.27
2023-11-07,11:00,7,NEWTON,9.81,8.45,Buena,9.129999999999999
2023-11-07,15:00,8,CI,6.93,8.71,Buena,7.82
2023-11-07,10:00,9,JEFATURA,8.18,8.17,Buena,8.175
2023-11-07,11:00,10,ASISTENTES,7.65,8.98,Buena,8.315000000000001
2023-11-07,16:00,11,DIRECCION ACADEMICA,7.21,4.63,Mala,5.92
2023-11-07,10:00,12,CIIDE,5.72,4.78,Mala,5.25
2023-11-07,10:00,12,PEGA,6.3,6.85,Media,6.574999999999999
2023-11-07,10:00,12,RECURSOS FINANCIEROS,8.31,5.97,Mala,7.140000000000001
2023-11-07,16:00,13,AULA 30,9.52,5.3,Mala,7.41
2023-11-07,10:00,13,AULA 31,9.52,7.68,Media,8.6
2023-11-07,09:00,13,AULA 32,5.53,9.77,Buena,7.65
2023-11-07,11:00,13,AULA 33,9.29,7.48,Media,8.385
2023-11-07,10:00,13,AULA 34,7.13,6.56,Media,6.845
2023-11-07,14:00,14,AULA 35,5.83,4.9,Mala,5.365
2023-11-07,09:00,14,AULA 36,9.63,7.01,Media,8.32
2023-11-07,15:00,14,AULA 38,6.57,9.08,Buena,7.825
2023-11-07,14:00,14,AULA 39,5.82,5.5,Mala,5.66
2023-11-07,09:00,15,AULA 1,8.84,5.49,Mala,7.165
2023-11-07,15:00,15,AULA 2,5.67,7.88,Media,6.775
2023-11-07,12:00,15,AULA 3,7.82,5.56,Mala,6.6899999999999995
2023-11-07,10:00,15,Enfermeria,4.64,5.92,Mala,5.279999999999999
2023-11-07,10:00,16,AULA 4,4.89,6.29,Media,5.59
2023-11-07,09:00,16,AULA 5,5.5,5.49,Mala,5.495
2023-11-07,14:00,16,AULA 6,6.02,8.19,Buena,7.1049999999999995
2023-11-07,10:00,17,AULA 7,6.96,8.08,Buena,7.52
2023-11-07,11:00,17,AULA 8,5.5,8.73,Buena,7.115
2023-11-07,10:00,17,AULA 9,5.41,5.41,Mala,5.41
2023-11-07,10:00,18,AULA 10,9.86,9.02,Buena,9.44
2023-11-07,15:00,18,AULA 11,8.44,8.44,Buena,8.44
2023-11-07,11:00,18,INGLES,4.63,9.19,Buena,6.91
2023-11-07,12:00,19,VINCULACION,5.6,9.59,Buena,7.595
2023-11-07,15:00,20,AULA 12,5.03,9.0,Buena,7.015000000000001
2023-11-07,16:00,20,AULA 13,8.82,7.84,Media,8.33
2023-11-07,11:00,21,AULA 14,5.45,9.89,Buena,7.67
2023-11-07,09:00,22,AULA 15,9.16,7.27,Media,8.215
2023-11-07,11:00,23,AULA 16,6.86,6.25,Media,6.555
2023-11-07,15:00,24,DIRECCION GENERAL,7.29,7.76,Media,7.525
2023-11-08,12:00,1,Sala A,8.1,5.09,Mala,6.595
2023-11-08,12:00,1,Sala C,5.79,9.18,Buena,7.484999999999999
2023-11-08,11:00,2,Sala D,7.27,9.8,Buena,8.535
2023-11-08,11:00,2,Sala B,4.67,8.17,Buena,6.42
2023-11-08,11:00,3,Recepcion,5.33,6.61,Media,5.970000000000001
2023-11-08,13:00,3,Sala de maestros,9.76,5.28,Mala,7.52
2023-11-08,14:00,3,Sala E,5.13,9.68,Buena,7.404999999999999
2023-11-08,10:00,4,LE,9.81,5.53,Mala,7.67
2023-11-08,09:00,5,Sistematizacion,8.55,8.36,Buena,8.455
2023-11-08,13:00,5,CB,9.35,6.24,Media,7.795
2023-11-08,11:00,6,AULA 19,9.06,4.6,Mala,6.83
2023-11-08,12:00,6,AULA 22,9.64,5.56,Mala,7.6
2023-11-08,16:00,6,AULA 23,8.0,9.53,Buena,8.765
2023-11-08,10:00,6,AULA 20,5.89,7.93,Media,6.91
2023-11-08,15:00,7,AULA 21,8.48,8.33,Buena,8.405000000000001
2023-11-08,14:00,7,AULA 17,8.38,7.24,Media,7.8100000000000005
2023-11-08,11:00,7,AULA 18,4.83,8.54,Buena,6.685
2023-11-08,15:00,7,NEWTON,8.66,7.78,Media,8.22
2023-11-08,11:00,8,CI,7.42,8.74,Buena,8.08
2023-11-08,15:00,9,JEFATURA,6.85,7.93,Media,7.39
2023-11-08,10:00,10,ASISTENTES,9.87,7.57,Media,8.719999999999999
2023-11-08,14:00,11,DIRECCION ACADEMICA,7.1,6.3,Media,6.699999999999999
2023-11-08,16:00,12,CIIDE,7.17,5.25,Mala,6.21
2023-11-08,10:00,12,PEGA,5.26,9.8,Buena,7.53
2023-11-08,11:00,12,RECURSOS FINANCIEROS,5.53,9.38,Buena,7.455
2023-11-08,15:00,13,AULA 30,6.89,7.45,Media,7.17
2023-11-08,12:00,13,AULA 31,5.0,8.26,Buena,6.63
2023-11-08,09:00,13,AULA 32,8.3,9.92,Buena,9.11
2023-11-08,09:00,13,AULA 33,8.72,4.84,Mala,6.78
2023-11-08,11:00,13,AULA 34,8.83,8.79,Buena,8.809999999999999
2023-11-08,13:00,14,AULA 35,8.43,5.05,Mala,6.74
2023-11-08,12:00,14,AULA 36,4.83,8.84,Buena,6.835
2023-11-08,13:00,14,AULA 38,9.73,8.46,Buena,9.095
2023-11-08,15:00,14,AULA 39,9.31,7.98,Media,8.645
2023-11-08,09:00,15,AULA 1,5.25,7.09,Media,6.17
2023-11-08,15:00,15,AULA 2,7.27,5.61,Mala,6.4399999999999995
2023-11-08,11:00,15,AULA 3,5.87,9.04,Buena,7.455
2023-11-08,14:00,15,Enfermeria,8.51,8.51,Buena,8.51
2023-11-08,16:00,16,AULA 4,9.44,4.83,Mala,7.135
2023-11-08,10:00,16,AULA 5,9.92,8.18,Buena,9.05
2023-11-08,15:00,16,AULA 6,6.05,8.34,Buena,7.195
2023-11-08,14:00,17,AULA 7,6.32,8.7,Buena,7.51
2023-11-08,12:00,17,AULA 8,8.8,5.85,Mala,7.325
2023-11-08,13:00,17,AULA 9,9.92,5.05,Mala,7.484999999999999
2023-11-08,09:00,18,AULA 10,5.79,8.15,Buena,6.970000000000001
2023-11-08,10:00,18,AULA 11,7.7,8.89,Buena,8.295
2023-11-08,13:00,18,INGLES,6.44,8.49,Buena,7.465
2023-11-08,14:00,19,VINCULACION,7.43,5.47,Mala,6.449999999999999
2023-11-08,15:00,20,AULA 12,9.0,7.04,Media,8.02
2023-11-08,11:00,20,AULA 13,8.74,7.44,Media,8.09
2023-11-08,09:00,21,AULA 14,5.09,4.7,Mala,4.895
2023-11-08,14:00,22,AULA 15,5.72,7.8,Media,6.76
2023-11-08,15:00,23,AULA 16,7.11,6.68,Media,6.895
2023-11-08,11:00,24,DIRECCION GENERAL,7.63,7.21,Media,7.42
2023-11-09,14:00,1,Sala A,9.3,7.33,Media,8.315000000000001
2023-11-09,10:00,1,Sala C,5.12,8.5,Buena,6.8100000000000005
2023-11-09,16:00,2,Sala D,9.68,7.19,Media,8.435
2023-11-09,11:00,2,Sala B,8.92,6.76,Media,7.84
2023-11-09,11:00,3,Recepcion,8.71,6.79,Media,7.75
2023-11-09,09:00,3,Sala de maestros,6.54,8.31,Buena,7.425000000000001
2023-11-09,15:00,3,Sala E,6.27,9.47,Buena,7.87
2023-11-09,10:00,4,LE,9.38,6.82,Media,8.100000000000001
2023-11-09,10:00,5,Sistematizacion,9.67,7.79,Media,8.73
2023-11-09,16:00,5,CB,6.61,5.73,Mala,6.17
2023-11-09,14:00,6,AULA 19,4.83,9.77,Buena,7.3
2023-11-09,11:00,6,AULA 22,8.13,5.23,Mala,6.680000000000001
2023-11-09,09:00,6,AULA 23,5.87,8.5,Buena,7.1850000000000005
2023-11-09,12:00,6,AULA 20,4.76,5.91,Mala,5.335
2023-11-09,15:00,7,AULA 21,7.37,5.15,Mala,6.26
2023-11-09,15:00,7,AULA 17,7.1,9.62,Buena,8.36
2023-11-09,14:00,7,AULA 18,5.16,6.03,Media,5.595000000000001
2023-11-09,09:00,7,NEWTON,8.08,8.25,Buena,8.165
2023-11-09,11:00,8,CI,9.32,6.04,Media,7.68
2023-11-09,12:00,9,JEFATURA,6.78,5.45,Mala,6.115
2023-11-09,11:00,10,ASISTENTES,5.49,7.74,Media,6.615
2023-11-09,14:00,11,DIRECCION ACADEMICA,6.37,5.32,Mala,5.845000000000001
2023-11-09,14:00,12,CIIDE,9.49,9.61,Buena,9.55
2023-11-09,12:00,12,PEGA,8.91,9.04,Buena,8.975
2023-11-09,14:00,12,RECURSOS FINANCIEROS,7.1,4.82,Mala,5.96
2023-11-09,11:00,13,AULA 30,7.24,6.44,Media,6.84
2023-11-09,14:00,13,AULA 31,5.3,8.42,Buena,6.859999999999999
2023-11-09,11:00,13,AULA 32,6.86,4.82,Mala,5.84
2023-11-09,11:00,13,AULA 33,9.52,5.47,Mala,7.494999999999999
2023-11-09,16:00,13,AULA 34,9.56,4.62,Mala,7.09
2023-11-09,12:00,14,AULA 35,5.68,8.55,Buena,7.115
2023-11-09,13:00,14,AULA 36,5.27,7.99,Media,6.63
2023-11-09,16:00,14,AULA 38,5.8,7.83,Media,6.8149999999999995
2023-11-09,10:00,14,AULA 39,5.47,7.98,Media,6.725
2023-11-09,10:00,15,AULA 1,7.63,8.08,Buena,7.855
2023-11-09,09:00,15,AULA 2,8.01,8.91,Buena,8.46
